date,sales,revenue,avg_price,total_stock,active_products,active_stores,total_products,total_stores,day_of_week,day_of_month,week_of_year,month,quarter,year,day_of_year,is_weekend,dow_sin,dow_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_30,sales_lag_90,revenue_lag_1,revenue_lag_7,revenue_lag_30,price_lag_1,price_lag_7,price_change,price_change_pct,stock_lag_1,stock_lag_7,stock_change,stock_change_pct,stockout_flag,rolling_sales_7,rolling_sales_14,rolling_sales_30,rolling_sales_90,sales_std_7,sales_std_30,rolling_revenue_7,rolling_revenue_30,sales_growth_7d,sales_growth_30d,revenue_per_unit,target_next_day_sales
2017-01-12,6945.934,19268.769999999917,9.004379719524671,211382.64799999996,215,117,313,117,3,12,2,1,1,2017,12,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.20496611396949532,0.9787690698649216,6836.4000000000015,6440.778,0.0,0.0,0.0,18464.379999999965,18506.369999999955,0.0,9.002591421076342,8.933573861876106,0.001788298448328618,0.01986426312919142,208505.81999999998,208922.00300000003,2876.8279999999795,1.3797351076339164,0,6861.6621428571425,6804.3503,0.0,0.0,520.5542932213159,0.0,19420.911428571384,0.0,6.14245670321196,0.0,2.7741078449636745,7290.061000000001
2017-01-13,7290.061000000001,19512.529999999922,9.053585341442073,211790.39099999997,231,117,315,117,4,13,2,1,1,2017,13,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.22177215755648186,0.975098513039961,6945.934,7182.927000000001,0.0,0.0,0.0,19268.769999999917,20461.73999999998,0.0,9.004379719524671,8.963306320906971,0.04920562191740174,0.5464632040195573,211382.64799999996,208812.433,407.74300000001676,0.19289331638991336,0,6933.827285714286,6817.221545454546,0.0,0.0,486.37507173638386,0.0,19529.825714285664,0.0,-3.299393130404922,0.0,2.676593515472631,8487.05
2017-01-14,8487.05,25091.469999999925,9.117612112805615,214051.39999999994,239,117,318,117,5,14,2,1,1,2017,14,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.23851257519407648,0.9711394088771653,7290.061000000001,7394.900999999999,0.0,0.0,0.0,19512.529999999922,21570.829999999947,0.0,9.053585341442073,8.984899682391418,0.06402677136354207,0.7071979657657235,211790.39099999997,208188.26500000004,2261.008999999962,1.0675692080855368,0,6949.132142857142,6856.624833333334,0.0,0.0,497.08758172158224,0.0,19394.22428571423,0.0,-1.4177336518771293,0.0,2.9564418732068183,9405.901000000003
2017-01-15,9405.901000000003,26934.199999999935,9.12488822078255,215188.47699999998,239,116,320,117,6,15,2,1,1,2017,15,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.2551824131233728,0.9668929289391521,8487.05,7531.1900000000005,0.0,0.0,0.0,25091.469999999925,22160.389999999934,0.0,9.117612112805615,9.006805339955818,0.007276107976935009,0.07980278045296281,214051.39999999994,205643.35100000002,1137.0770000000484,0.5312168011982397,0,7105.153428571429,6982.042153846153,0.0,0.0,761.4306002037353,0.0,19897.172857142792,0.0,12.69201812728133,0.0,2.863542790850119,6644.070000000001
2017-01-16,6644.070000000001,17858.979999999974,9.076973957132308,217710.068,216,116,317,117,0,16,3,1,1,2017,16,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.2717767384711357,0.9623603298276545,9405.901000000003,6447.895999999999,6817.962,0.0,0.0,26934.199999999935,17323.919999999947,0.0,9.12488822078255,8.964028025082527,-0.04791426365024165,-0.5250942531122045,215188.47699999998,203879.761,2521.591000000015,1.1718057747116335,0,7372.969285714286,7155.1749285714295,0.0,0.0,1161.0709314708452,0.0,20579.145714285656,0.0,45.87550729726418,0.0,2.6879578330752043,8103.164999999998
2017-01-17,8103.164999999998,43642.06999999998,9.092879914168996,221280.30500000002,225,117,319,117,1,17,3,1,1,2017,17,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.2882906407095177,0.9575429528116719,6644.070000000001,6197.542999999998,6578.22,0.0,0.0,17858.979999999974,17458.74999999996,0.0,9.076973957132308,9.006063928350152,0.01590595703668818,0.17523413763008475,217710.068,206636.67,3570.237000000023,1.6399044071769904,0,7400.994142857145,7142.7540714285715,7121.101266666667,0.0,1137.1418911674189,849.8737249931793,20655.582857142803,20223.85333333328,7.204903620676823,0.0,5.385805422942762,6613.67
2017-01-18,6613.67,18279.979999999952,9.101265755098211,230809.45900000003,219,117,315,117,2,18,3,1,1,2017,18,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.3047192331091634,0.9524422234305676,8103.164999999998,6836.4000000000015,6615.6860000000015,0.0,0.0,43642.06999999998,18464.379999999965,0.0,9.092879914168996,9.002591421076342,0.008385840929214794,0.09222425687319968,221280.30500000002,208505.81999999998,9529.15400000001,4.306372408515981,0,7673.225857142858,7251.678714285715,7182.4802500000005,0.0,1023.4360914278654,856.9778675042124,24396.057142857087,21687.49187499995,18.529708618571124,0.0,2.7639691729402815,6739.452000000001
2017-01-19,6739.452000000001,18317.84000000007,9.107825124092514,233734.47900000002,222,117,314,117,3,19,3,1,1,2017,19,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.321057654185271,0.9470596510722283,6613.67,6945.934,6440.778,0.0,0.0,18279.979999999952,19268.769999999917,0.0,9.101265755098211,9.004379719524671,0.006559368994302872,0.07207095332458063,230809.45900000003,211382.64799999996,2925.0199999999895,1.267287750109058,0,7641.407285714285,7251.5347142857145,7149.020823529412,0.0,1056.710520769639,841.1554187786317,24369.714285714228,21487.049999999952,-4.783575542180507,0.0,2.7180014042684872,12215.413000000002
2017-01-20,12215.413000000002,133342.7100000009,9.127052823869036,224972.198,227,117,318,117,4,20,3,1,1,2017,20,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,6739.452000000001,7290.061000000001,7182.927000000001,0.0,0.0,18317.84000000007,19512.529999999922,0.0,9.107825124092514,9.053585341442073,0.019227699776521945,0.21111186825117875,233734.47900000002,211790.39099999997,-8762.281000000017,-3.7488183333020437,0,7611.909857142858,7272.868571428572,7126.267000000001,0.0,1081.9405641770775,821.7308268714422,24233.86714285711,21310.982777777732,-7.552872328503142,0.0,10.915939559309281,13058.422000000004
2017-01-21,13058.422000000004,133657.84000000052,9.181527278291483,218872.73799999995,233,117,315,117,5,21,3,1,1,2017,21,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.3534446712740877,0.9354554315134164,12215.413000000002,8487.05,7394.900999999999,0.0,0.0,133342.7100000009,25091.469999999925,0.0,9.127052823869036,9.117612112805615,0.05447445442244714,0.5968460517724378,224972.198,214051.39999999994,-6099.46000000005,-2.7112061197890993,0,8315.531571428572,7632.331857142858,7394.116789473685,0.0,2026.764342008454,1414.5157535303417,40495.32142857153,27207.389473684216,43.930022799441545,0.0,10.235374534534149,8678.827999999998
2017-01-22,8678.827999999998,27290.229999999978,9.177187859277339,214883.50099999996,243,116,318,117,6,22,3,1,1,2017,22,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.3694836834473831,0.9292372181882051,13058.422000000004,9405.901000000003,7531.1900000000005,0.0,0.0,133657.84000000052,26934.199999999935,0.0,9.181527278291483,9.12488822078255,-0.004339419014144141,-0.047262496560938484,218872.73799999995,215188.47699999998,-3989.2369999999937,-1.8226285449949433,0,8968.584714285715,8036.869071428572,7677.33205,0.0,2711.914587597587,1870.765710778048,56004.80285714305,32529.91200000003,38.83222883166641,0.0,3.144460288877713,7196.719000000002
2017-01-23,7196.719000000002,20568.580000000053,9.122586863760391,213401.89599999995,227,116,317,117,0,23,4,1,1,2017,23,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.38541335945432564,0.9227440286201427,8678.827999999998,6644.070000000001,6447.895999999999,0.0,0.0,27290.229999999978,17858.979999999974,0.0,9.177187859277339,9.076973957132308,-0.05460099551694775,-0.5949643436987169,214883.50099999996,217710.068,-1481.6050000000105,-0.6894922100138394,0,8864.717142857144,8118.843214285715,7725.022333333334,0.0,2706.291389075616,1836.4470460659725,56055.66428571448,32280.40333333336,30.62517402736571,0.0,2.858049619555807,6805.188
2017-01-24,6805.188,19145.080000000005,9.090387425787139,215888.457,223,117,315,117,1,24,4,1,1,2017,24,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.4012289854475009,0.9159777842484877,7196.719000000002,8103.164999999998,6197.542999999998,0.0,0.0,20568.580000000053,43642.06999999998,0.0,9.122586863760391,9.092879914168996,-0.03219943797325264,-0.35296389559375285,213401.89599999995,221280.30500000002,2486.561000000045,1.1652009877175815,0,8943.667,8172.3305714285725,7701.008545454547,0.0,2637.909241786131,1795.7247231492374,56442.75000000021,31748.047727272755,-11.186320406902691,0.0,2.8133065537645696,6758.401
2017-01-25,6758.401,18008.69000000002,9.113193270913554,217815.42699999997,218,116,317,117,2,25,4,1,1,2017,25,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.4169258813287287,0.908940487313808,6805.188,6613.67,6836.4000000000015,0.0,0.0,19145.080000000005,18279.979999999952,0.0,9.090387425787139,9.101265755098211,0.022805845126415036,0.25087869260358037,215888.457,230809.45900000003,1926.969999999972,0.8925766698123986,0,8758.241714285716,8215.733785714287,7662.059826086957,0.0,2750.0715770310876,1764.3538128801945,52943.18000000021,31200.09260869568,2.895790083266931,0.0,2.6646376857484517,6824.391000000001
2017-01-26,6824.391000000001,19081.549999999963,9.11527946999628,219434.72999999995,214,117,316,117,3,26,4,1,1,2017,26,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.4324994021339788,0.901634220265486,6758.401,6739.452000000001,6945.934,0.0,0.0,18008.69000000002,18317.84000000007,0.0,9.113193270913554,9.107825124092514,0.0020861990827256705,0.022892075485594732,217815.42699999997,233734.47900000002,1619.3029999999853,0.7434289766812456,0,8778.917571428572,8210.16242857143,7624.407375,0.0,2731.743786182671,1735.4031056433782,52904.424285714515,30650.45083333336,0.2811652935579733,0.0,2.796080998289805,7033.8719999999985
2017-01-27,7033.8719999999985,19932.62999999997,9.07277714285647,220508.28799999997,223,117,318,117,4,27,4,1,1,2017,27,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.44794493940789115,0.8940611451454876,6824.391000000001,12215.413000000002,7290.061000000001,0.0,0.0,19081.549999999963,133342.7100000009,0.0,9.11527946999628,9.127052823869036,-0.04250232713980928,-0.46627563400232896,219434.72999999995,224972.198,1073.558000000019,0.4892379615569602,0,8791.051714285715,8201.480785714286,7592.40672,0.0,2721.3436730012477,1706.3823300458037,53013.52571428592,30187.694800000023,-44.132949086535184,0.0,2.8338061881137406,8274.297999999999
2017-01-28,8274.297999999999,24985.040000000015,9.16100413286324,223055.02999999994,231,117,319,117,5,28,4,1,1,2017,28,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.4632579225674917,0.88622350294858,7033.8719999999985,13058.422000000004,8487.05,0.0,0.0,19932.62999999997,133657.84000000052,0.0,9.07277714285647,9.181527278291483,0.08822699000677048,0.9724364284229857,220508.28799999997,218872.73799999995,2546.7419999999693,1.1549416228744969,0,8050.831571428572,8183.181571428571,7570.924615384616,0.0,2307.9651078190714,1675.4908329582734,36812.08571428579,29793.269230769252,-46.135359999853,0.0,3.0195963452126113,8592.489000000001
2017-01-29,8592.489000000001,24869.090000000033,9.142997009889685,219608.65699999995,235,116,319,117,6,29,4,1,1,2017,29,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.4784338202547012,0.8781236129591848,8274.297999999999,8678.827999999998,9405.901000000003,0.0,0.0,24985.040000000015,27290.229999999978,0.0,9.16100413286324,9.177187859277339,-0.018007122973555667,-0.19656276443494627,223055.02999999994,214883.50099999996,-3446.3729999999923,-1.545077463619625,0,7367.385285714286,8167.985000000001,7596.975481481482,0.0,781.5050863177876,1648.5208861688338,21287.400000000005,29615.18666666669,-4.66111322865252,0.0,2.8942824366723108,6853.275000000001
2017-01-30,6853.275000000001,19834.170000000002,9.082451687115903,218384.959,222,116,318,117,0,30,5,1,1,2017,30,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.49346814167723735,0.8697638720650646,8592.489000000001,7196.719000000002,6644.070000000001,0.0,0.0,24869.090000000033,20568.580000000053,0.0,9.142997009889685,9.122586863760391,-0.06054532277378222,-0.6622043374649723,219608.65699999995,213401.89599999995,-1223.6979999999458,-0.5572175599616486,0,7355.0511428571435,8109.884142857142,7632.529535714287,0.0,757.6755462143051,1628.6076937000516,20941.52285714287,29445.683214285735,19.39453242512316,0.0,2.8941155870733337,7185.482
2017-01-31,7185.482,19738.640000000025,9.143662415487967,218127.74299999996,224,117,319,117,1,31,5,1,1,2017,31,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.5083564379375122,0.8611467540480452,6853.275000000001,6805.188,8103.164999999998,0.0,0.0,19834.170000000002,19145.080000000005,0.0,9.082451687115903,9.090387425787139,0.06121072837206398,0.673944992835973,218384.959,215888.457,-257.216000000044,-0.11778100523857232,0,7305.987714285715,8124.827357142858,7605.658689655173,0.0,780.4158175724277,1605.7941953860434,20836.60714285715,29114.251724137954,0.7066226531875451,0.0,2.7470168319954076,6954.705000000001
2017-02-01,6954.705000000001,19078.89999999997,9.169532387887404,215462.669,208,116,314,117,2,1,5,2,1,2017,32,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.5230943033491326,0.8522748088519838,7185.482,6758.401,6613.67,6817.962,0.0,19738.640000000025,18008.69000000002,20054.349999999922,9.143662415487967,9.113193270913554,0.025869972399437557,0.28292790376444543,218127.74299999996,217815.42699999997,-2665.073999999964,-1.221795065288859,0,7360.315428571428,8059.278571428572,7591.6528,7591.6528,752.4796630113146,1579.7289536649446,20921.401428571437,28801.731333333355,6.319261020469193,5.390467121993339,2.7433083071100737,20555.327000000005
2017-02-02,20555.327000000005,45989.35000000015,9.218117988246236,217448.98700000002,224,117,316,117,3,2,5,2,1,2017,33,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.5376773767406141,0.8431506618282,6954.705000000001,6824.391000000001,6739.452000000001,6578.22,0.0,19078.89999999997,19081.549999999963,19030.639999999945,9.169532387887404,9.11527946999628,0.04858560035883208,0.5298590844502798,215462.669,219434.72999999995,1986.3180000000284,0.921884987881603,0,7388.358857142857,8083.638214285714,7596.210900000001,7571.106096774194,729.6194970342273,1577.615455111844,21074.28857142857,28769.216333333356,1.909533026463451,5.723204757517999,2.2373446065830107,7364.126
2017-02-03,7364.126,20732.719999999954,9.269780094353246,219709.88699999993,227,117,315,117,4,3,5,2,1,2017,34,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.5521013427459208,0.8337770129585915,20555.327000000005,7033.8719999999985,12215.413000000002,6615.6860000000015,0.0,45989.35000000015,19932.62999999997,19660.479999999978,9.218117988246236,9.07277714285647,0.05166210610700972,0.5604409291883943,217448.98700000002,220508.28799999997,2260.899999999907,1.0397381156803946,0,9349.921142857143,9070.48642857143,8062.114466666667,7976.863,4988.502978327317,2831.885236690847,24918.260000000028,29667.84000000003,192.23345264173145,210.70590411939142,2.815367363350376,8318.418000000003
2017-02-04,8318.418000000003,25549.10999999994,9.303556693153274,217786.84699999995,235,117,318,117,5,4,5,2,1,2017,35,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.5663619330814524,0.8241566360566663,7364.126,8274.297999999999,13058.422000000004,6440.778,0.0,20732.719999999954,24985.040000000015,18506.369999999955,9.269780094353246,9.16100413286324,0.03377659880002781,0.3643732478681245,219709.88699999993,223055.02999999994,-1923.039999999979,-0.8752632966398912,0,9397.100285714287,8723.965928571428,8087.062466666668,7958.295212121213,4964.451789226138,2821.982711701581,25032.558571428595,29703.58133333336,-10.999990573218401,14.335969971329549,3.0713904975681587,9572.847
2017-02-05,9572.847,29559.439999999886,9.3102041908833,213269.126,238,116,318,117,6,5,5,2,1,2017,36,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.580454927809098,0.8142923779467267,8318.418000000003,8592.489000000001,8678.827999999998,7182.927000000001,0.0,25549.10999999994,24869.090000000033,20461.73999999998,9.303556693153274,9.142997009889685,0.006647497730027041,0.0714511444308079,217786.84699999995,219608.65699999995,-4517.720999999961,-2.0743773383155513,0,9403.403142857145,8385.394214285714,8149.650466666668,7968.88705882353,4962.816435317669,2804.981783913017,25113.140000000014,29938.339333333362,-3.1896578511767437,15.808193512199173,3.0878421017279276,7134.067999999998
2017-02-06,7134.067999999998,21402.329999999984,9.302273177419849,212017.51499999998,222,116,316,117,0,6,6,2,1,2017,37,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.5943761565849831,0.804187157621448,9572.847,6853.275000000001,7196.719000000002,7394.900999999999,0.0,29559.439999999886,19834.170000000002,21570.829999999947,9.3102041908833,9.082451687115903,-0.00793101346345182,-0.08518624619659784,213269.126,218384.959,-1251.6110000000044,-0.5868692873998107,0,9543.454285714286,8449.252714285714,8229.314466666667,8014.714485714287,4949.934528847892,2810.5117030658907,25783.189999999995,30241.596000000027,39.68280858421702,29.451996720442924,3.000017661732407,6681.814999999999
2017-02-07,6681.814999999999,19798.069999999945,9.306739279456941,214734.42199999996,224,117,314,117,1,7,6,2,1,2017,38,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.6081214998935418,0.7938439653781019,7134.067999999998,7185.482,6805.188,7531.1900000000005,0.0,21402.329999999984,19738.640000000025,22160.389999999934,9.302273177419849,9.143662415487967,0.004466102037092412,0.048010867364477516,212017.51499999998,218127.74299999996,2716.9069999999774,1.2814540345876506,0,9583.567571428572,8444.777642857143,8220.620033333333,7990.252083333334,4925.578226529177,2813.5837752693024,26007.212857142847,30235.979333333362,-0.7155261122357773,-5.273031220829671,2.962977873526871,20698.824999999993
2017-02-08,20698.824999999993,47136.651,9.274029067112348,219526.41999999998,218,117,317,117,2,8,6,2,1,2017,39,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.6216868902665479,0.7832658619336791,6681.814999999999,6954.705000000001,6758.401,6447.895999999999,0.0,19798.069999999945,19078.89999999997,17323.919999999947,9.306739279456941,9.169532387887404,-0.03271021234459326,-0.3514680207792598,214734.42199999996,215462.669,4791.998000000021,2.2315928463486037,0,9511.615142857145,8435.965285714286,8192.307533333335,7954.888918918919,4969.926872500357,2825.0109269447735,26015.70285714284,30157.23533333336,-3.9238184797198747,3.627834568051344,2.277262163431983,6583.738
2017-02-09,6583.738,18535.059999999954,9.257951505016006,221939.646,215,116,317,117,3,9,6,2,1,2017,40,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6350683134867438,0.7724559775191742,20698.824999999993,20555.327000000005,6824.391000000001,6197.542999999998,0.0,47136.651,45989.35000000015,17458.74999999996,9.274029067112348,9.218117988246236,-0.016077562096342035,-0.1733611354891742,219526.41999999998,217448.98700000002,2413.226000000024,1.099287274852851,0,11475.060857142858,9431.709857142856,8667.338500000002,8290.255657894737,6322.3292135426245,3610.52241110192,30023.952999999987,31150.993033333365,0.6981061405638969,233.98437090311438,2.8152791013251064,7276.125999999999
2017-02-10,7276.125999999999,21062.95999999997,9.26837969296171,224316.069,228,117,316,117,4,10,6,2,1,2017,41,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6482618097757122,0.7614175109532997,6583.738,7364.126,7033.8719999999985,6836.4000000000015,0.0,18535.059999999954,20732.719999999954,18464.379999999965,9.257951505016006,9.269780094353246,0.010428187945704437,0.11264033884876574,221939.646,219709.88699999993,2376.4229999999807,1.0707519106342906,0,9479.119571428571,9414.520357142857,8680.211666666666,8246.498794871795,5056.652628996869,3602.0914424347434,26101.91157142853,31186.87003333336,-10.5971570828636,-3.695834064712438,2.894804185633945,9729.607
2017-02-11,9729.607,32419.64999999981,9.295361060328315,221978.619,246,117,317,117,5,11,6,2,1,2017,42,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.6612634749656386,0.7501537286959042,7276.125999999999,8318.418000000003,8274.297999999999,6945.934,0.0,21062.95999999997,25549.10999999994,19268.769999999917,9.26837969296171,9.303556693153274,0.026981367366603948,0.291112020228231,224316.069,217786.84699999995,-2337.4499999999825,-1.0420341308673622,0,9466.54814285714,9431.824214285714,8694.8692,8222.239475,5062.892642302797,3595.218039663274,26149.08871428567,31273.489366666698,-12.529930570933123,4.753745140682291,3.3320616135882783,9795.147
2017-02-12,9795.147,31469.54999999979,9.314835533846466,215397.878,249,116,319,117,6,12,6,2,1,2017,43,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6740694616546161,0.7386679638813748,9729.607,9572.847,8592.489000000001,7290.061000000001,0.0,32419.64999999981,29559.439999999886,19512.529999999922,9.295361060328315,9.3102041908833,0.01947447351815157,0.20950744561463785,221978.619,213269.126,-6580.741000000009,-2.964583269166121,0,9668.146571428571,9535.774857142856,8787.658300000001,8259.004536585366,5037.588627797193,3584.4289849554416,27130.59442857137,31711.85203333336,1.6375483698841131,33.46399982112631,3.212769548022075,6984.8189999999995
